ID,AAA,ALA,Departamento,Provincia,Distrito,Clase,Uso,Q_l_seg,Q_m3_seg,Q_m3_dia,Volumen_m3_anual,Usuario,Fuente,Zona,Este,Norte,Link
92,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,1.18,0.0012,101.5,37065.6,J.V. MOLFINO E HIJOS S. A.,Acuifero RIMAC,18,275900,8667825,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0181-2002-02.pdf"
93,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,2.37,0.0024,204.5,74649.6,BSH ELECTRODOMESTICOS S.A.C.,Acuifero RIMAC,18,270420,8671135,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0145-2002-02.pdf"
94,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,El Agustino,Licencia,Industrial,4.17,0.0042,360,131400,TEXTIL SAN CRISTOBAL S.A.,Acuifero LURIN,18,285225,8666880,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0024-2002-02.pdf"
95,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.11,0.0001,9.3,3402,EMPRESA ALJOP S. .A.,Acuifero RIMAC,18,268578,8672625,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0270-2001-02.pdf"
96,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.16,0.0002,13.5,4927.5,LADRILLOS A MAQUINA S.A. (LAMSA),Acuifero RIMAC,18,290804,8668766,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0377-2018-05.pdf"
97,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.13,0.0001,11.6,4223.57,CORPORACION BIOQUIMICA INTERNACIONAL S.A.C.,Acuifero RIMAC,18,268986,8667003,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0396-2018-06.pdf"
98,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,0.83,0.0008,72,26280,LAVANDERIA NEVADOS S.A.C.,Acuifero LURIN,18,281876,8670338,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0479-2018-05.pdf"
99,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.88,0.0009,75.6,27594,EMPRESA PERUANA DE MOLDEADOS S.A. (PAMOLSA),Acuifero CHILLON,18,267920,8678064,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0538-2018-04.pdf"
100,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Puente Piedra,Licencia,Industrial,0.85,0.0009,73.5,26812,PESQUERA LA MERCED S.A.C.,Acuifero CHILLON,18,275135,8687891,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0244-2018-03.pdf"
101,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,16.5,0.0165,1425.6,520344,CORPORACIï¿½N TEXTIL DEL SUR S.A.C. - COTEXSUR S.A.C,Acuifero LURIN,18,299309.58,8640167.3,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1822-2019-04.pdf"
102,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Comas,Licencia,Industrial,0.01,0,1.3,470.78,STEEL JRVS.A.C.,Acuifero CHILLON,18,275569,8682420,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1759-2019-07.pdf"
103,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,1.76,0.0018,152.4,55610.4,LAVANDERIA INDUSTRIAL LANDEO S.A.C.,Acuifero CHILLON,18,288624,8669759,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1370-2019-05.pdf"
104,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Puente Piedra,Licencia,Industrial,10,0.01,863.7,315266.5,FAMESA EXPLOSIVOS S.A.C.,Acuifero CHILLON,18,273916,8685022,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1491-2019-03.pdf"
105,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,22.17,0.0222,1915.2,699048,EMPRESA QUIMPAC S.A,Acuifero RIMAC,18,268134,8675162,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1524-2019-03.pdf"
106,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,El Agustino,Licencia,Industrial,2.13,0.0021,184.1,67188,IDEAS TEXTILES S.A.C.,Acuifero RIMAC,18,285018,8666481,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1602-2019-06.pdf"
107,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,30.08,0.0301,2599.2,948708,QUIMPAC S.A.,Acuifero CHILLON,18,267879,8675221,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0782-2019-04.pdf"
108,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,31.67,0.0317,2736,998640,QUIMPAC S.A.,Acuifero CHILLON,18,267966,8675168,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0783-2019-04.pdf"
109,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.11,0.0001,9.5,3456,INDUSTRIA PELETERA PERUANA S.A.,Acuifero RIMAC,18,293769,8669657,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0483-2019-05.pdf"
110,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,2.04,0.002,175.9,64198.3,TERMINALES DEL PERï¿½,Acuifero RIMAC,18,267754,8667743,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0596-2019-05.pdf"
111,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,0.27,0.0003,23.1,8424,LAVANDERï¿½A SANTA Mï¿½NICA S.A.,Acuifero RIMAC,18,281701,8670119,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0703-2019-05.pdf"
112,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.21,0.0002,18,6570,QUIMICA NAVA S.A.C.,Acuifero RIMAC,18,294305.74,8670165.85,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1316-2019-04.pdf"
113,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,1.38,0.0014,118.8,43362,FABRICA DE ARMAS Y MUNICIONES DEL EJERCITO S.A.C,Acuifero RIMAC,18,293622,8674266,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1133-2019-05.pdf"
114,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Chaclacayo,Licencia,Industrial,4.17,0.0042,360,131400,CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A,Acuifero RIMAC,18,301049,8673688,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1165-2019-07.pdf"
115,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,0.13,0.0001,11.6,4223.57,LAVANDERIA ENCISO S.A.C.,Acuifero RIMAC,18,281774,8670351,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1253-2019-06.pdf"
116,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Carmen De La Legua Reynoso,Licencia,Industrial,6.67,0.0067,576,210240,EMPRESA SELVA INDUSTRIAL S.A.,Acuifero RIMAC,18,272683,8667792,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1611-2018-05.pdf"
117,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Canete,Chilca,Licencia,Industrial,4.55,0.0045,392.7,143335.5,ACEROS CHILCA S.A.C.,Acuifero CHILCA,18,313768,8618080,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1127-2018-04.pdf"
118,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Comas,Licencia,Industrial,6.79,0.0068,586.8,214182,FABRICACIï¿½N COMERCIALIZACIï¿½N INDUSTRIAL S.A.C.,Acuifero CHILLON,18,275650,8681978,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1472-2018-05.pdf"
119,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,31.67,0.0317,2736,998640,EMPRESA QUILPAC S.A,Acuifero CHILLON,18,267995,8675253,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0018-2019-05.pdf"
120,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,2.5,0.0025,216,78840,MEDIFARMA S.A,Acuifero RIMAC,18,284328,8665503,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0127-2019-05.pdf"
121,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,12.5,0.0125,1080,394200,EMPRESA HILANDERA DE ALGODON PERUANO S.A,Acuifero RIMAC,18,283259,8670495,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0438-2019-03.pdf"
122,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,31.67,0.0317,2736,998640,QUIMPAC S.A,Acuifero CHILLON,18,267876,8675240,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0439-2019-04.pdf"
123,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.08,0.0001,7.3,2664.5,RECOLSA S.A,Acuifero CHILLON,18,268392,8672308,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0466-2019-04.pdf"
124,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Chaclacayo,Licencia,Industrial,0.25,0.0003,21.6,7884,CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A.,Acuifero RIMAC,18,300771,8673512,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0935-2018-03.pdf"
125,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.28,0.0003,24.2,8838.72,MIXERCON S.A.,Acuifero LURIN,18,298136,8642026,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0864-2018-05.pdf"
126,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.17,0.0002,14.4,5256.8,MIXERCON S.A.,Acuifero LURIN,18,298082,8641924,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0864-2018-05.pdf"
127,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.64,0.0006,55.5,20273.14,ITAL GRES INDUSTRIAL S.A.C.,Acuifero RIMAC,18,291786,8672511,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0629-2018-05.pdf"
128,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Carabayllo,Licencia,Industrial,0.74,0.0007,64.3,23457.6,INVERSIONES NORLIMA S.A.,Acuifero CHILLON,18,276231,8688650,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0799-2018-05.pdf"
129,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,El Agustino,Licencia,Industrial,31.25,0.0313,2700,985500,TRUPAL S.A,Acuifero LURIN / Acuifero LURIN,18,281237,8669177,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1586-2015-05.pdf"
130,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.25,0.0012,107.7,39312,PACï¿½FICO COMPAï¿½ï¿½A DE SEGUROS Y REASEGUROS S.A.,Acuifero RIMAC,18,269383,8667115,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0078-2025-02.pdf"
131,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,5.55,0.0055,479.2,174890,PUERTOS DEL PACIFICO S.A,Acuifero RIMAC,18,267214,8667656,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0250-2019-04.pdf"
132,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.59,0.0006,51.3,18724,AMERAL S.A.A,Acuifero RIMAC,18,271714,8667153,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0696-2018-04.pdf"
133,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.73,0.0007,63,22995,RINTI S.A.,Acuifero RIMAC,18,300155,8673398,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0062-2018-06.pdf"
134,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.73,0.0007,63,22995,RINTI S.A.,Acuifero RIMAC,18,300155,8673398,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0062-2018-06.pdf"
135,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Puente Piedra,Licencia,Industrial,0.63,0.0006,54,19710,PAPELERA ZARATE S.A.C.,Acuifero CHILLON,18,274230,8682046,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0605-2017-03.pdf"
136,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,11.67,0.0117,1008,367920,GUSTAVO SANCHEZ S.A.C,Acuifero RIMAC,18,286917,8666043,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0440-2016-03.pdf"
137,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,3.74,0.0037,323.1,117936,CLOROX DEL PERU S.A.,Acuifero CHILLON,18,270640,8670983,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0613-2016-03.pdf"
138,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,1.05,0.0011,90.9,33185.07,SAN FERNANDO S.A.,Acuifero LURIN,18,294590,8645311,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0997-2016-03.pdf"
139,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.31,0.0003,27,9855,TRACTO CAMIONES USA S.A.C,Acuifero RIMAC,18,295095,8671321,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0090-2025-02.pdf"
140,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,2,0.002,172.8,63072,TRACTO CAMIONES USA S.A.C,Acuifero RIMAC,18,294946,8671274,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0091-2025-02.pdf"
141,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Ventanilla,Licencia,Industrial,13.33,0.0133,1152,420480,ORYGEN PERï¿½ S.A.A,Acuifero CHILLON,18,269775,8679250,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0095-2025-02.pdf"
142,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Ventanilla,Licencia,Industrial,13.33,0.0133,1152,420480,ORYGEN PERï¿½ S.A.A,Acuifero CHILLON,18,270142.98,8679163.44,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0104-2025-02.pdf"
143,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Ventanilla,Licencia,Industrial,66.67,0.0667,5760,2102400,ORYGEN PERï¿½ S.A.A,Acuifero CHILLON,18,270140,8678955,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0105-2025-02.pdf"
144,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,5.1,0.0051,440.7,160848,SOCIEDAD ANï¿½NIMA FABRICA NACIONAL TEXTIL EL AMAZONAS,Acuifero RIMAC,18,275641.15,8667504.1,"https://file2.ana.gob.pe/dir_rada/19/19-RM-0710-1977-02.pdf"
145,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Ventanilla,Licencia,Industrial,66.67,0.0667,5760,2102400,ENEL GENERACION PERU S.A.A.,Acuifero CHILLON,18,270209,8678756,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1467-2017-02.pdf"
146,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Ventanilla,Licencia,Industrial,66.67,0.0667,5760,2102400,ENEL GENERACION PERU S.A.A.,Acuifero CHILLON,18,270354,8678916,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1469-2017-02.pdf"
147,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.32,0.0003,27.3,9953,CORPORACION TDN S.A.C.,Acuifero RIMAC,18,291275,8671178,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2384-2017-03.pdf"
148,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.27,0.0003,23.1,8424,NEPTUNIA S.A.,Acuifero RIMAC,18,269290,8667675,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0229-2006-02.pdf"
149,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.95,0.0009,82.1,29952,LAVANDERIA PERUANA S.A.C.,Acuifero LURIN,18,285810.14,8665509.91,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0140-2006-02.pdf"
150,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.74,0.0007,64.1,23400,TEJIDOS Y TEï¿½IDOS SAN CARLOS S.R.L.,Acuifero LURIN,18,282100,8670575,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0128-2006-02.pdf"
151,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,6.88,0.0069,594,216810,DIMEXA S.A,Acuifero RIMAC,18,274732,8667892,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0116-2023-02.pdf"
152,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Santa Anita,Licencia,Industrial,10.26,0.0103,886.3,323482,INMOBILIARIA CHIEN MAU S.A,Acuifero LURIN,18,285950.13,8666868.89,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0117-2023-02.pdf"
153,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,36.99,0.037,3195.6,1166400,CERVECERIA HEIPER S.A,Acuifero RIMAC,18,290572,8670614,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0137-2023-02.pdf"
154,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,1.48,0.0015,128.2,46800,HERSIL S.A.C LABORATORIOS INDUSTRIALES FARMACEUTICOS,Acuifero RIMAC,18,285769,8666024,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0138-2023-02.pdf"
155,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,0.36,0.0004,30.8,11232,COMPAï¿½ï¿½A INDUSTRIAL ROMOSA S.A.C.,Acuifero RIMAC,18,274742,8668155,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0212-2006-02.pdf"
156,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.07,0.0001,6.2,2246.4,FABRICA DE SALSAS CHOSICA S.A,Acuifero RIMAC,18,309219.8,8676283.8,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0039-2007-02.pdf"
157,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,2.83,0.0028,244.8,89352,KRAFT FOODS PERUS S.A.,Acuifero RIMAC,18,275416,8666750,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0095-2007-02.pdf"
158,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,1.45,0.0015,125.7,45864,JULIO ACOSTA SANCHEZ,Acuifero RIMAC,18,276583.26,8667845.86,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0116-2007-02.pdf"
159,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,66.75,0.0668,5767.2,2105028,SUDAMERICANA DE FIBRAS S.A.,Acuifero RIMAC / Acuifero RIMAC,18,268505.35,8674475.75,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0193-2007-02.pdf"
160,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Comas,Licencia,Industrial,0.71,0.0007,61.5,22464,BEBIDA NORTE S.A.C,Acuifero CHILLON,18,275085,8681330,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0074-2024-02.pdf"
161,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.01,0,0.7,241.92,AUTOREPUESTOS ALVARADO S.A.C,Acuifero LURIN,18,295700,8642419,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0084-2024-03.pdf"
162,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,0.28,0.0003,24.6,8985.6,"CANO ENRï¿½QUEZ, JUANA MERCEDES / ACUï¿½A CANO, ELIZABETH MERCEDES LIVUSHE",Acuifero RIMAC,18,281865.18,8670013.84,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0094-2024-02.pdf"
163,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,5,0.005,432,157680,MAFER REAL ESTATE S.A.C,Acuifero LURIN,18,295522,8642068,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0105-2023-02.pdf"
164,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,29.39,0.0294,2539.2,926800,INMOBILIARIA KANPU S.A,Acuifero RIMAC / Acuifero RIMAC,18,281389.27,8668731.99,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0142-2024-01.pdf"
165,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.14,0.0001,12.3,4492.8,SOUTH AMERICA TANNIN CORPORATION S.A.C.,Acuifero CHILLON,18,268645,8674407.5,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0292-2004-02.pdf"
166,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.55,0.0005,47.3,17280,TRANSPORTES Y ALMACENAMIENTO DE LIQUIDOS S.A. TRALSA,Acuifero CHILLON,18,268054,8676097,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0326-2004-02.pdf"
167,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.02,0,1.7,604.8,MOLINERA ACAPULCO S.R. LTDA.,Acuifero CHILLON,18,267558,8670795,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0063-2004-02.pdf"
168,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Chorrillos,Licencia,Industrial,0.26,0.0003,22.7,8294.4,CONSTRUCTORA E INMOBILIARIA AMERICA S.A.,Acuifero LURIN,18,282866,8653540,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0118-2004-02.pdf"
169,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,21.88,0.0219,1890,689850,TOPY TOP S. A.,Acuifero RIMAC,18,283372.16,8670417.83,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0119-2004-02.pdf"
170,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,4.17,0.0042,360,131400,COCINAS DE VUELO DOCAMPO S.A.C.,Acuifero CHILLON,18,270389,8671448,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0460-2003-02.pdf"
171,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,21.37,0.0214,1846.4,673920,EMBOTELLADORA LATINOAMERICANA S.A. - ELSA,Acuifero RIMAC,18,276540,8667580,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0495-2003-02.pdf"
172,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,21.37,0.0214,1846.4,673920,EMBOTELLADORA LATINOAMERICANA S.A. - ELSA,Acuifero RIMAC,18,276465,8667610,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0496-2003-02.pdf"
173,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,1.64,0.0016,142,51840,PERFORADORA ALEMANA S.A.C,Acuifero LURIN,18,288085,8666615,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0215-2003-02.pdf"
174,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1,0.001,86.4,31536,EMPRESA ALICORP S.A.A,Acuifero RIMAC,18,267345,8667210,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0220-2003-02.pdf"
175,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,4,0.004,345.6,126144,PRODUCTOS DE ACERO CASSADO S.A. (PRODAC),Acuifero CHILLON,18,268460,8674240,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0434-2004-02.pdf"
176,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.12,0.0001,10.5,3816,INDUSTRIAL Y COMERCIAL QUIMICA ANDINA S.A.C.,Acuifero LURIN,18,291990,8671804,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0054-2005-02.pdf"
177,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Carabayllo,Licencia,Industrial,0.33,0.0003,28.4,10368,PINTURAS ANYPSA S.A.,Acuifero CHILLON,18,277310,8684972,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0216-2005-02.pdf"
178,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.44,0.0004,37.9,13824,CONSORCIO TARCON S.A.,Acuifero LURIN,18,286710.2,8666462.7,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0316-2005-02.pdf"
179,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,0.22,0.0002,18.9,6912,CONSORCIO TARCON S.A.,Acuifero RIMAC,18,275756.4,8666745,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0317-2005-02.pdf"
180,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.71,0.0007,61.5,22464,PANADERIA SAN JORGE S. A.,Acuifero LURIN,18,293749.02,8670508.85,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0275-2005-02.pdf"
181,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,7.5,0.0075,648,236520,UNION DE CERVECERIAS PERUANAS BACKUS Y JOHNSTON S.A.A.,Acuifero LURIN,18,288750,8667850,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0291-2005-02.pdf"
182,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Santa Anita,Licencia,Industrial,9.12,0.0091,787.8,287539.2,SNACKS AMERICA LATINA S.R.L.,Acuifero RIMAC / Acuifero RIMAC,18,285754.9,8667317,"https://file2.ana.gob.pe/dir_rada/19/19-RA-0298-2005-02.pdf"
183,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,1.01,0.001,87.5,31930.2,HUINCO GROUP S.A.C,Acuifero RIMAC,18,291048,8670903,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0509-2021-06.pdf"
